Vehicle Type,Pickup Location,Drop Location,Avg VTAT,alvo,hora,dia_semana,mes,periodo_dia,sem_vtat
eBike,Tagore Garden,Aya Nagar,3.6,1,20,3,9,noite,0
Auto,Bhikaji Cama Place,Noida Extension,9.1,0,7,6,3,manha,0
eBike,Hero Honda Chowk,Cyber Hub,2.5,1,20,3,10,noite,0
Premier Sedan,Paharganj,Meerut,8.8,0,19,1,4,noite,0
Bike,Ghitorni Village,Rajiv Nagar,8.1,1,16,4,4,tarde,0
Go Mini,Sarai Kale Khan,Sadar Bazar Gurgaon,5.3,0,13,2,6,tarde,0
Auto,Dilshad Garden,Shivaji Park,8.3,0,10,2,2,manha,1
Bike,Panipat,India Gate,9.3,1,14,5,11,tarde,0
Bike,Indraprastha,Greater Noida,6.8,1,17,2,2,tarde,0
eBike,Madipur,Panipat,4.9,1,20,4,1,noite,0
Auto,Ambience Mall,Dwarka Mor,6.5,0,15,5,12,tarde,0
eBike,Mehrauli,Dwarka Mor,4.5,1,10,0,1,manha,0
Premier Sedan,Greater Kailash,Paschim Vihar,8.3,0,13,2,8,tarde,1
Bike,Yamuna Bank,Vaishali,13.1,0,10,5,12,manha,0
Go Mini,Shahdara,Kirti Nagar,7.3,1,8,1,7,manha,0
Auto,Madipur,Inderlok,3.5,1,8,0,4,manha,0
Go Sedan,Moti Nagar,Tis Hazari,5.6,1,9,6,9,manha,0
Go Mini,Anand Vihar ISBT,Kirti Nagar,13.6,1,16,2,2,tarde,0
Go Mini,Govindpuri,Tagore Garden,13.4,1,10,4,3,manha,0
Auto,Faridabad Sector 15,Badshahpur,11.4,0,19,5,1,noite,0
Auto,Greater Kailash,Malviya Nagar,16.4,0,9,5,10,manha,0
Go Mini,Hauz Khas,Ardee City,10.4,1,21,4,5,noite,0
Auto,Chhatarpur,Sonipat,13.0,1,18,4,7,noite,0
Auto,Delhi Gate,Barakhamba Road,10.4,1,17,1,1,tarde,0
Premier Sedan,Munirka,Bahadurgarh,14.5,1,17,4,8,tarde,0
Go Sedan,Kaushambi,Qutub Minar,2.1,0,21,4,4,noite,0
Auto,Connaught Place,Gurgaon Sector 56,2.1,1,18,5,12,noite,0
Go Mini,Anand Vihar ISBT,Sonipat,3.1,0,11,6,8,manha,0
Go Sedan,Golf Course Road,Raj Nagar Extension,9.3,1,9,5,3,manha,0
eBike,Udyog Bhawan,Ashram,9.7,1,9,2,12,manha,0
Go Sedan,Udyog Bhawan,Malviya Nagar,8.4,0,9,2,3,manha,0
Go Sedan,Indirapuram,Govindpuri,10.4,1,12,4,4,tarde,0
Bike,Badarpur,Faridabad Sector 15,9.2,1,8,2,9,manha,0
Bike,Golf Course Road,Yamuna Bank,10.1,1,20,3,5,noite,0
Go Mini,Ghitorni,Raj Nagar Extension,11.3,1,22,4,12,noite,0
Go Mini,Manesar,Shastri Nagar,7.8,1,15,6,1,tarde,0
Uber XL,Moti Nagar,INA Market,8.3,0,4,5,6,madrugada,1
eBike,Kashmere Gate,Jahangirpuri,14.3,1,18,3,4,noite,0
Bike,Lajpat Nagar,Rohini West,4.5,0,20,4,11,noite,0
Go Sedan,Dwarka Mor,Badarpur,9.1,0,20,6,1,noite,0
Premier Sedan,Jor Bagh,Sonipat,8.3,0,12,0,4,tarde,0
Go Mini,Moti Nagar,Vidhan Sabha,8.3,1,3,1,1,madrugada,0
Premier Sedan,Jahangirpuri,Vishwavidyalaya,11.1,0,5,2,1,manha,0
Bike,Dwarka Mor,Akshardham,5.9,0,22,4,2,noite,0
Auto,Aya Nagar,Anand Vihar ISBT,11.4,0,21,5,6,noite,0
Go Sedan,Dwarka Sector 21,Tagore Garden,8.3,0,20,0,9,noite,1
Auto,Hero Honda Chowk,DLF City Court,14.9,1,17,0,8,tarde,0
Go Mini,Azadpur,Badarpur,11.1,1,20,0,2,noite,0
Go Sedan,Hauz Khas,Mehrauli,12.9,1,17,4,6,tarde,0
Go Mini,Arjangarh,Ardee City,10.6,1,19,0,2,noite,0
Premier Sedan,Ghaziabad,Sultanpur,7.0,1,16,3,9,tarde,0
Uber XL,Shastri Park,Udyog Vihar Phase 4,9.4,0,1,3,8,madrugada,0
Premier Sedan,Civil Lines Gurgaon,Sushant Lok,8.3,0,7,4,6,manha,1
Auto,Dwarka Sector 21,Badarpur,6.2,0,11,0,5,manha,0
Go Mini,Civil Lines Gurgaon,Samaypur Badli,10.5,1,12,5,1,tarde,0
Go Mini,Raj Nagar Extension,Sultanpur,5.8,1,19,6,10,noite,0
Bike,Kherki Daula Toll,Ramesh Nagar,3.6,0,20,5,10,noite,0
Go Sedan,Punjabi Bagh,Manesar,12.3,1,11,6,9,manha,0
Premier Sedan,Khandsa,Faridabad Sector 15,9.3,1,7,5,11,manha,0
eBike,IGNOU Road,South Extension,8.5,1,17,3,11,tarde,0
Go Sedan,Laxmi Nagar,Rohini,12.6,1,6,3,9,manha,0
Uber XL,Noida Film City,Ashok Park Main,5.4,0,19,0,11,noite,0
Go Mini,Basai Dhankot,IGI Airport,11.3,1,10,0,3,manha,0
Go Mini,Civil Lines Gurgaon,Kaushambi,12.7,1,0,6,11,madrugada,0
Go Mini,Rajiv Chowk,Dwarka Mor,4.6,1,21,6,4,noite,0
Auto,Narsinghpur,Greater Kailash,4.0,1,9,0,10,manha,0
Go Sedan,Old Gurgaon,Anand Vihar ISBT,3.8,1,21,6,1,noite,0
eBike,Bhiwadi,Welcome,6.7,0,3,5,3,madrugada,0
Go Mini,Karkarduma,Hero Honda Chowk,8.3,0,6,6,12,manha,1
Go Sedan,Jama Masjid,DLF City Court,13.2,1,19,6,4,noite,0
Go Mini,South Extension,MG Road,9.0,0,7,1,3,manha,0
Bike,Bhikaji Cama Place,Greater Noida,6.1,1,20,0,8,noite,0
Go Sedan,Dwarka Mor,Sadar Bazar Gurgaon,3.4,1,20,4,8,noite,0
Auto,DLF City Court,Maidan Garhi,10.6,0,7,3,1,manha,0
Auto,Kherki Daula Toll,Preet Vihar,13.7,1,16,1,1,tarde,0
Go Mini,Green Park,Noida Sector 62,11.7,0,18,1,3,noite,0
Go Mini,Vaishali,Ghitorni,9.5,0,9,3,5,manha,0
Auto,Golf Course Road,Kadarpur,13.8,1,20,1,7,noite,0
Go Mini,Nirman Vihar,Udyog Vihar,2.7,0,13,5,7,tarde,0
Bike,Kadarpur,Kaushambi,4.4,1,22,1,8,noite,0
Auto,Barakhamba Road,Punjabi Bagh,8.3,0,13,5,5,tarde,1
Auto,Hauz Khas,Bhiwadi,4.3,0,17,4,4,tarde,0
Premier Sedan,Hero Honda Chowk,Ashok Park Main,8.0,1,19,2,12,noite,0
Premier Sedan,Udyog Bhawan,Noida Sector 18,15.9,0,1,4,10,madrugada,0
Go Mini,Netaji Subhash Place,Chirag Delhi,6.7,1,16,4,4,tarde,0
Bike,Tilak Nagar,Preet Vihar,13.3,1,9,5,9,manha,0
Auto,Shastri Nagar,Mehrauli,10.6,1,14,6,12,tarde,0
Go Mini,Ambience Mall,Central Secretariat,13.6,1,20,5,10,noite,0
Premier Sedan,Paschim Vihar,Munirka,7.9,1,22,4,1,noite,0
eBike,Cyber Hub,Lajpat Nagar,11.8,1,14,2,5,tarde,0
Auto,Ghitorni,Lal Quila,4.6,1,10,2,10,manha,0
Go Sedan,Civil Lines Gurgaon,Patel Chowk,8.9,0,17,4,5,tarde,0
Go Sedan,Punjabi Bagh,Jhilmil,6.7,0,12,3,2,tarde,0
Auto,Dilshad Garden,Gurgaon Railway Station,14.2,1,10,2,5,manha,0
Bike,Subhash Nagar,Shivaji Park,4.4,1,16,5,12,tarde,0
Go Mini,Jahangirpuri,Yamuna Bank,2.8,1,12,0,6,tarde,0
Go Mini,Ardee City,Botanical Garden,6.8,0,20,2,11,noite,0
Go Sedan,Gurgaon Railway Station,Rohini East,4.7,1,12,6,12,tarde,0
Bike,Badarpur,Ashok Park Main,6.9,0,23,0,12,madrugada,0
Go Mini,Vatika Chowk,Pragati Maidan,10.1,0,21,6,4,noite,0
Premier Sedan,Mehrauli,Rajiv Nagar,8.5,1,19,6,9,noite,0
Bike,Khandsa,Dwarka Mor,14.8,1,17,0,11,tarde,0
Go Sedan,IIT Delhi,Okhla,6.3,1,12,1,9,tarde,0
Go Mini,Tughlakabad,Ashok Park Main,8.7,1,12,3,7,tarde,0
Go Mini,Tis Hazari,AIIMS,8.3,0,10,1,8,manha,0
Auto,Yamuna Bank,Rithala,10.8,1,15,4,4,tarde,0
Go Sedan,Patel Chowk,Munirka,3.3,1,14,5,11,tarde,0
Premier Sedan,Lal Quila,Sushant Lok,5.5,0,16,4,6,tarde,0
eBike,Badshahpur,New Delhi Railway Station,8.3,0,12,1,4,tarde,1
Premier Sedan,Shahdara,Greater Noida,2.3,1,10,0,7,manha,0
Go Mini,Vishwavidyalaya,Gurgaon Sector 56,7.3,1,18,4,8,noite,0
Auto,Lajpat Nagar,Gurgaon Sector 56,11.3,1,18,3,4,noite,0
Go Mini,Bahadurgarh,Palam Vihar,6.0,1,15,4,3,tarde,0
Auto,Moti Nagar,Lok Kalyan Marg,14.6,1,16,5,8,tarde,0
Auto,Hero Honda Chowk,Jama Masjid,5.1,0,19,2,2,noite,0
Go Sedan,Noida Sector 62,Ashram,6.4,0,7,6,3,manha,0
Premier Sedan,Meerut,Ramesh Nagar,7.8,1,17,0,7,tarde,0
Premier Sedan,Central Secretariat,Sohna Road,7.3,1,19,0,10,noite,0
Go Sedan,Shastri Park,Ghaziabad,18.4,0,19,4,9,noite,0
eBike,Panchsheel Park,Noida Extension,13.0,1,16,0,2,tarde,0
Auto,Okhla,Hero Honda Chowk,9.2,0,7,4,11,manha,0
eBike,Janakpuri,Gurgaon Sector 29,12.7,1,16,1,7,tarde,0
Go Sedan,Shastri Nagar,Nirman Vihar,8.3,0,22,6,4,noite,1
Bike,Vatika Chowk,Sadar Bazar Gurgaon,7.3,0,16,0,9,tarde,0
eBike,Ashram,Barakhamba Road,7.5,0,5,5,8,manha,0
Go Sedan,Tagore Garden,Tughlakabad,10.2,0,7,1,9,manha,0
eBike,Khan Market,Preet Vihar,4.1,1,15,1,1,tarde,0
Auto,Panipat,Palam Vihar,6.8,1,19,2,7,noite,0
eBike,Saket,Paharganj,5.9,1,14,0,2,tarde,0
Go Mini,Jama Masjid,Ashok Vihar,9.8,0,21,3,9,noite,0
Premier Sedan,Manesar,Rajiv Chowk,13.3,1,19,5,1,noite,0
Auto,Vasant Kunj,Sadar Bazar Gurgaon,2.6,1,12,0,11,tarde,0
Go Sedan,Saidulajab,Khan Market,12.7,1,5,0,10,manha,0
Bike,Shivaji Park,Old Gurgaon,14.0,1,6,0,7,manha,0
Auto,Gurgaon Sector 29,Kaushambi,6.9,1,15,4,10,tarde,0
Premier Sedan,IIT Delhi,Udyog Vihar,11.7,1,21,0,10,noite,0
Auto,Hauz Rani,Lal Quila,7.6,1,17,3,6,tarde,0
eBike,Karkarduma,Bhiwadi,12.8,0,11,1,9,manha,0
Go Sedan,Civil Lines Gurgaon,Dwarka Sector 21,5.8,1,14,3,10,tarde,0
Auto,Greater Kailash,Chandni Chowk,7.9,1,15,2,11,tarde,0
Premier Sedan,Ramesh Nagar,Noida Sector 18,8.3,0,3,4,7,madrugada,1
Auto,Badarpur,South Extension,8.5,1,19,0,7,noite,0
Go Mini,IGI Airport,Khan Market,10.3,1,15,1,4,tarde,0
Go Sedan,South Extension,Panipat,13.6,1,14,6,6,tarde,0
Go Sedan,Kadarpur,Nehru Place,11.6,0,22,3,7,noite,0
Go Mini,Vinobapuri,Arjangarh,14.3,0,22,2,2,noite,0
Go Mini,Cyber Hub,Indraprastha,8.3,0,5,5,8,manha,1
Go Sedan,Noida Extension,Punjabi Bagh,10.6,1,12,2,12,tarde,0
Go Mini,Jor Bagh,IGI Airport,6.2,0,17,1,4,tarde,0
Go Sedan,Cyber Hub,Moolchand,17.8,0,22,5,1,noite,0
Auto,Sushant Lok,Connaught Place,8.0,1,6,5,1,manha,0
Bike,Mehrauli,Badarpur,7.3,0,12,2,10,tarde,0
Auto,Samaypur Badli,Vasant Kunj,9.4,0,7,4,1,manha,0
Go Mini,Vishwavidyalaya,Rajouri Garden,6.3,0,15,1,5,tarde,0
Auto,Madipur,Vishwavidyalaya,2.9,1,18,4,2,noite,0
Auto,India Gate,Manesar,8.3,0,20,5,8,noite,1
Go Sedan,Subhash Chowk,Yamuna Bank,13.3,1,6,5,6,manha,0
eBike,Laxmi Nagar,IGI Airport,10.9,0,12,2,10,tarde,0
Go Mini,Lok Kalyan Marg,Ashram,11.6,0,13,0,7,tarde,0
Premier Sedan,Tilak Nagar,Subhash Nagar,19.0,0,13,1,12,tarde,0
Auto,Chandni Chowk,Peeragarhi,16.8,0,19,0,4,noite,0
Go Mini,Dwarka Mor,Khan Market,10.5,1,18,2,7,noite,0
Go Sedan,Golf Course Road,Chirag Delhi,11.7,1,10,1,2,manha,0
Go Sedan,Jama Masjid,Rithala,10.0,0,18,6,10,noite,0
Go Mini,Moti Nagar,Barakhamba Road,2.1,1,8,0,8,manha,0
Go Sedan,Ghitorni Village,Rajiv Chowk,11.2,0,18,1,8,noite,0
Auto,Model Town,Tis Hazari,8.6,1,16,1,4,tarde,0
Auto,Dilshad Garden,Paharganj,8.3,0,11,4,11,manha,1
Auto,Vatika Chowk,Rajiv Nagar,14.5,1,14,0,1,tarde,0
Auto,Chirag Delhi,Indirapuram,4.9,0,5,3,7,manha,0
Uber XL,Ghitorni,Karol Bagh,7.9,1,6,5,9,manha,0
Bike,Madipur,Manesar,13.6,1,18,2,5,noite,0
Auto,Arjangarh,Ashok Park Main,10.4,1,18,4,6,noite,0
Premier Sedan,Mandi House,Chhatarpur,7.8,0,14,3,12,tarde,0
Auto,Meerut,Jhilmil,14.8,1,7,3,4,manha,0
Go Mini,Welcome,Civil Lines Gurgaon,14.5,1,3,2,6,madrugada,0
Go Mini,Seelampur,Shastri Nagar,9.5,0,17,4,8,tarde,0
Auto,Vidhan Sabha,Kirti Nagar,8.6,1,20,5,2,noite,0
eBike,Panchsheel Park,Rajouri Garden,8.3,0,9,6,7,manha,0
Go Sedan,Noida Film City,Gwal Pahari,3.8,1,10,3,7,manha,0
Uber XL,Karol Bagh,Anand Vihar,5.4,0,9,4,8,manha,0
eBike,Netaji Subhash Place,Pragati Maidan,8.3,0,11,5,3,manha,1
Auto,IFFCO Chowk,Subhash Chowk,3.5,1,8,6,3,manha,0
Premier Sedan,Pulbangash,Madipur,8.3,0,9,4,9,manha,1
Go Mini,Lajpat Nagar,Jor Bagh,5.8,0,13,0,1,tarde,0
Premier Sedan,GTB Nagar,Jor Bagh,12.8,1,8,5,9,manha,0
Go Mini,Sohna Road,Badarpur,3.3,1,22,2,12,noite,0
Go Sedan,Sadar Bazar Gurgaon,AIIMS,8.2,1,13,5,8,tarde,0
Bike,Noida Sector 62,Rajiv Chowk,8.3,0,17,2,6,tarde,1
Go Mini,Udyog Vihar,Delhi Gate,7.1,0,17,6,12,tarde,0
Auto,Jhilmil,Rajouri Garden,10.2,1,23,6,3,madrugada,0
Premier Sedan,Huda City Centre,Bhikaji Cama Place,6.2,0,9,2,4,manha,0
Uber XL,Chirag Delhi,Karol Bagh,4.7,1,16,6,3,tarde,0
eBike,Kanhaiya Nagar,Tughlakabad,3.5,1,23,1,4,madrugada,0
Go Mini,Subhash Nagar,Pulbangash,8.3,0,11,6,8,manha,1
Auto,Noida Sector 62,Karol Bagh,4.2,0,20,1,7,noite,0
Go Mini,Ambience Mall,Peeragarhi,8.3,0,19,1,4,noite,1
eBike,Vasant Kunj,Gwal Pahari,8.3,0,11,0,9,manha,1
Go Sedan,New Colony,Nawada,5.1,1,10,4,10,manha,0
Go Mini,Jahangirpuri,IGNOU Road,10.6,1,18,4,11,noite,0
Go Mini,Anand Vihar,Dilshad Garden,10.8,1,8,2,8,manha,0
Auto,Khandsa,Vishwavidyalaya,5.1,1,9,4,12,manha,0
Go Sedan,Bhiwadi,Old Gurgaon,7.4,1,21,4,12,noite,0
Go Mini,Green Park,Connaught Place,7.1,1,18,3,4,noite,0
Bike,Kaushambi,Jahangirpuri,5.9,0,19,3,1,noite,0
Go Mini,IIT Delhi,Shastri Park,14.5,1,8,0,12,manha,0
eBike,Qutub Minar,Laxmi Nagar,9.0,1,20,0,2,noite,0
Premier Sedan,Paschim Vihar,Ghaziabad,7.7,0,7,2,7,manha,0
Go Mini,Ghaziabad,Raj Nagar Extension,5.8,0,21,5,7,noite,0
Auto,Lal Quila,Kirti Nagar,7.8,0,8,5,3,manha,0
Auto,Rajiv Nagar,INA Market,8.3,0,17,0,7,tarde,1
Go Mini,Paharganj,Vinobapuri,5.4,1,10,6,9,manha,0
Go Mini,Indirapuram,Jasola,9.3,0,16,3,10,tarde,0
eBike,Connaught Place,Madipur,8.3,0,2,2,8,madrugada,1
Go Sedan,Akshardham,Punjabi Bagh,4.7,0,21,4,6,noite,0
Auto,Bhiwadi,Kadarpur,6.2,1,4,2,12,madrugada,0
eBike,Qutub Minar,Indirapuram,9.5,1,16,0,2,tarde,0
Premier Sedan,Panipat,Hauz Rani,11.7,1,16,2,12,tarde,0
Auto,Maidan Garhi,Barakhamba Road,7.5,0,22,2,1,noite,0
Bike,Faridabad Sector 15,Bhikaji Cama Place,10.5,1,19,6,5,noite,0
Go Mini,Chhatarpur,Mayur Vihar,5.3,1,4,5,2,madrugada,0
Bike,Vidhan Sabha,Gurgaon Sector 56,9.5,0,19,6,6,noite,0
Go Sedan,Vatika Chowk,Vaishali,9.7,1,7,5,12,manha,0
Bike,Lok Kalyan Marg,Aya Nagar,11.4,1,14,3,2,tarde,0
Bike,Chhatarpur,ITO,12.7,1,16,3,9,tarde,0
Go Mini,Ashram,INA Market,3.4,1,17,6,3,tarde,0
Bike,Kashmere Gate ISBT,Mandi House,3.0,1,19,5,10,noite,0
eBike,Paharganj,Adarsh Nagar,8.3,0,21,4,6,noite,1
Bike,Lajpat Nagar,Paharganj,8.2,1,17,0,9,tarde,0
eBike,Yamuna Bank,Udyog Vihar Phase 4,9.0,0,21,5,6,noite,0
eBike,Khandsa,Chhatarpur,5.6,1,8,6,11,manha,0
eBike,Dwarka Sector 21,New Delhi Railway Station,9.1,0,10,0,8,manha,0
Go Sedan,Greater Kailash,Netaji Subhash Place,13.7,1,21,6,8,noite,0
Auto,Shastri Park,Ghitorni,5.9,1,7,6,6,manha,0
Bike,Central Secretariat,RK Puram,3.1,1,10,1,9,manha,0
eBike,Sadar Bazar Gurgaon,Ardee City,6.1,1,12,2,11,tarde,0
Go Sedan,Narsinghpur,Tilak Nagar,11.0,1,13,1,10,tarde,0
Go Mini,Noida Extension,Sohna Road,4.9,1,9,3,3,manha,0
Premier Sedan,Welcome,Nehru Place,4.8,1,11,5,8,manha,0
Go Mini,Paschim Vihar,Qutub Minar,2.2,0,14,0,10,tarde,0
Auto,Lajpat Nagar,Moti Nagar,9.0,1,11,1,9,manha,0
Go Mini,Udyog Vihar Phase 4,Huda City Centre,8.3,0,18,2,3,noite,1
Bike,Malviya Nagar,Mandi House,4.8,0,6,5,9,manha,0
Go Sedan,IGNOU Road,Kadarpur,10.7,1,6,2,7,manha,0
Go Mini,Greater Kailash,Shastri Nagar,8.3,0,15,1,4,tarde,1
eBike,Ghitorni Village,Chanakyapuri,5.7,0,7,1,2,manha,0
Go Mini,Keshav Puram,Jhilmil,15.0,1,0,0,6,madrugada,0
Go Mini,Peeragarhi,Manesar,8.3,0,6,4,8,manha,1
eBike,Bhikaji Cama Place,Azadpur,10.2,0,12,0,6,tarde,0
Go Mini,South Extension,India Gate,4.6,1,14,0,4,tarde,0
Go Sedan,Mundka,Lajpat Nagar,2.5,1,10,6,4,manha,0
Bike,Madipur,Tagore Garden,5.3,1,18,3,12,noite,0
Auto,Karkarduma,Jhilmil,10.7,1,8,1,4,manha,0
Go Mini,Hauz Khas,Ardee City,5.9,1,5,5,4,manha,0
Auto,Vinobapuri,Dilshad Garden,10.5,1,20,6,10,noite,0
Bike,Gurgaon Railway Station,Saket A Block,12.0,1,13,3,11,tarde,0
Auto,Sushant Lok,Kherki Daula Toll,2.5,1,23,3,4,madrugada,0
Uber XL,Ashok Park Main,Saket,7.6,0,16,2,11,tarde,0
Auto,Saket,Golf Course Road,16.9,0,8,2,2,manha,0
Go Mini,Connaught Place,Sikanderpur,7.2,1,4,6,7,madrugada,0
Go Sedan,Seelampur,Civil Lines Gurgaon,14.7,1,14,5,10,tarde,0
Auto,Mandi House,Welcome,7.5,1,11,0,5,manha,0
Auto,Laxmi Nagar,Tagore Garden,2.4,1,5,5,9,manha,0
Go Mini,Vaishali,Hauz Rani,13.4,1,19,0,2,noite,0
Go Sedan,Shahdara,Dilshad Garden,11.4,1,22,6,6,noite,0
Auto,Noida Sector 18,Ghitorni Village,4.5,1,15,1,8,tarde,0
Auto,Chhatarpur,Delhi Gate,8.6,0,18,5,8,noite,0
Auto,Hauz Khas,Welcome,9.3,1,7,3,7,manha,0
Bike,Nawada,Pataudi Chowk,9.3,1,21,5,11,noite,0
Go Sedan,Shastri Nagar,Basai Dhankot,10.9,1,6,6,1,manha,0
Go Sedan,Aya Nagar,Ghitorni Village,14.3,1,5,1,2,manha,0
Auto,Manesar,Saket A Block,11.5,1,9,4,6,manha,0
Go Mini,Uttam Nagar,Inderlok,9.6,1,16,4,11,tarde,0
Go Mini,Welcome,Gurgaon Railway Station,7.1,1,3,6,10,madrugada,0
Premier Sedan,Akshardham,Paharganj,14.0,1,19,2,6,noite,0
Go Mini,Ardee City,MG Road,13.9,1,4,2,4,madrugada,0
Bike,Noida Film City,Vinobapuri,2.2,1,13,1,7,tarde,0
eBike,Rajiv Chowk,Meerut,2.1,1,8,4,1,manha,0
Auto,AIIMS,Inderlok,10.9,0,7,6,12,manha,0
Bike,Old Gurgaon,Rohini East,10.2,1,17,3,7,tarde,0
Go Mini,Vidhan Sabha,Govindpuri,8.3,0,10,3,4,manha,1
Go Mini,Jahangirpuri,Kadarpur,7.2,0,6,6,2,manha,0
Uber XL,Chhatarpur,Saket,11.0,1,7,6,6,manha,0
Go Sedan,Civil Lines Gurgaon,South Extension,4.4,0,14,6,4,tarde,0
Auto,Govindpuri,Arjangarh,9.4,0,9,2,1,manha,0
Premier Sedan,Vinobapuri,Ashram,6.9,1,6,1,6,manha,0
Premier Sedan,Basai Dhankot,Ghitorni Village,8.3,1,17,3,5,tarde,0
eBike,Saket,Rajouri Garden,3.3,1,12,5,2,tarde,0
Bike,Netaji Subhash Place,Rohini,6.4,0,15,4,9,tarde,0
Go Mini,Panchsheel Park,Raj Nagar Extension,7.5,1,21,6,10,noite,0
Go Mini,Sarojini Nagar,Madipur,2.9,1,3,0,1,madrugada,0
Auto,Shastri Nagar,Greater Kailash,5.0,1,18,2,10,noite,0
Premier Sedan,Jasola,Saket,11.1,0,9,5,2,manha,0
Auto,Jor Bagh,Shivaji Park,5.3,0,22,5,8,noite,0
eBike,Kadarpur,Kashmere Gate ISBT,8.4,1,17,3,3,tarde,0
Go Mini,Inderlok,Mehrauli,8.3,0,18,4,8,noite,1
Auto,Paschim Vihar,Ashram,7.5,1,14,1,11,tarde,0
Go Sedan,Jhilmil,Subhash Chowk,12.5,1,9,0,6,manha,0
Bike,MG Road,Gurgaon Sector 56,8.3,0,12,4,9,tarde,1
Premier Sedan,Welcome,Udyog Bhawan,4.3,0,11,3,2,manha,0
eBike,MG Road,Sarojini Nagar,3.0,0,9,6,10,manha,0
Bike,Tilak Nagar,Chirag Delhi,13.2,1,10,5,4,manha,0
Auto,Khandsa,Model Town,3.9,0,20,0,8,noite,0
Auto,GTB Nagar,Preet Vihar,6.8,0,10,0,4,manha,0
Go Mini,Palam Vihar,Nirman Vihar,13.4,1,15,0,7,tarde,0
Go Sedan,Sushant Lok,Ramesh Nagar,8.3,0,19,6,3,noite,1
Go Sedan,Ashok Vihar,Kirti Nagar,8.9,0,8,1,8,manha,0
Premier Sedan,DLF City Court,Kalkaji,3.6,1,17,1,1,tarde,0
Auto,Botanical Garden,Old Gurgaon,5.8,0,18,1,2,noite,0
Auto,Saidulajab,Moti Nagar,7.4,1,19,2,5,noite,0
Go Sedan,Chirag Delhi,Ashok Vihar,10.3,1,10,3,5,manha,0
Auto,Preet Vihar,Udyog Vihar,3.0,0,17,3,6,tarde,0
Bike,Noida Extension,Pragati Maidan,5.6,1,16,0,8,tarde,0
Go Mini,Cyber Hub,GTB Nagar,11.5,1,22,1,10,noite,0
Go Mini,Vidhan Sabha,Ashok Park Main,14.2,1,2,4,5,madrugada,0
Go Mini,Jasola,Ashok Park Main,7.8,1,15,2,1,tarde,0
Bike,Huda City Centre,Akshardham,5.7,1,2,1,10,madrugada,0
Auto,Chirag Delhi,Jama Masjid,4.6,0,15,3,1,tarde,0
Go Sedan,Vaishali,Ambience Mall,8.7,0,9,3,7,manha,0
Auto,Ashok Park Main,Kanhaiya Nagar,12.5,1,13,6,5,tarde,0
Go Mini,Basai Dhankot,Chhatarpur,8.9,0,15,4,8,tarde,0
Premier Sedan,Jhilmil,Indirapuram,4.7,1,15,5,3,tarde,0
Auto,Mundka,Satguru Ram Singh Marg,6.0,1,17,3,10,tarde,0
Premier Sedan,Patel Chowk,Munirka,15.2,0,16,5,3,tarde,0
Go Sedan,New Colony,Noida Sector 62,6.4,1,15,6,3,tarde,0
eBike,Greater Noida,Mayur Vihar,9.8,1,9,4,2,manha,0
Go Sedan,GTB Nagar,Paschim Vihar,10.8,1,8,6,7,manha,0
Auto,Moolchand,Lok Kalyan Marg,4.0,1,13,2,4,tarde,0
Auto,Ramesh Nagar,Madipur,14.7,1,17,0,1,tarde,0
Go Sedan,Shivaji Park,Connaught Place,8.6,0,15,1,8,tarde,0
Go Mini,Chirag Delhi,Vidhan Sabha,6.9,1,10,4,2,manha,0
Auto,Udyog Vihar Phase 4,Jhilmil,10.5,1,16,5,6,tarde,0
Auto,Munirka,Madipur,7.2,1,16,0,11,tarde,0
Go Mini,Karkarduma,Green Park,10.5,1,19,4,7,noite,0
Auto,Tagore Garden,Ashram,6.4,0,13,1,12,tarde,0
Auto,Rajiv Nagar,Rohini,6.7,1,21,4,12,noite,0
Auto,Subhash Chowk,Panipat,2.4,1,20,1,9,noite,0
Go Mini,Rohini,Cyber Hub,10.7,0,8,4,3,manha,0
Premier Sedan,Manesar,Rajiv Nagar,4.1,1,15,5,12,tarde,0
Premier Sedan,Lajpat Nagar,Vidhan Sabha,12.3,1,18,4,1,noite,0
Premier Sedan,Rithala,Kirti Nagar,5.1,1,10,1,3,manha,0
Auto,Barakhamba Road,South Extension,6.7,0,16,4,8,tarde,0
Go Mini,New Colony,Gwal Pahari,8.5,1,18,5,2,noite,0
Go Sedan,Kashmere Gate ISBT,Greater Noida,13.7,1,17,4,5,tarde,0
Go Sedan,Paharganj,Sonipat,12.4,1,8,0,6,manha,0
Go Mini,Pataudi Chowk,Kashmere Gate,14.8,1,19,2,9,noite,0
Go Mini,Rajouri Garden,DLF Phase 3,4.1,1,9,5,1,manha,0
Auto,Paschim Vihar,Kirti Nagar,7.0,0,7,2,2,manha,0
Auto,Peeragarhi,Govindpuri,6.2,0,21,0,2,noite,0
Bike,Saidulajab,Mandi House,8.3,0,10,4,4,manha,1
Go Sedan,Vishwavidyalaya,Vasant Kunj,14.5,1,18,2,4,noite,0
Go Sedan,Ghaziabad,Ghitorni Village,8.6,1,16,2,6,tarde,0
eBike,Gurgaon Sector 56,Pataudi Chowk,8.3,0,13,1,2,tarde,1
Auto,IGI Airport,Delhi Gate,7.7,0,15,4,4,tarde,0
Bike,Kashmere Gate ISBT,Sultanpur,11.8,1,8,0,12,manha,0
Go Mini,Gurgaon Sector 29,INA Market,9.8,1,16,4,9,tarde,0
